model	benchmark	context_tokens	context_label	task_id	repository	control_resolved	treatment_resolved	control_f2p_passed	control_f2p_total	control_f2p_fraction	treatment_f2p_passed	treatment_f2p_total	treatment_f2p_fraction	f2p_difference
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	0	11	15	0.733333333333	11	15	0.733333333333	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1-vnan	element-hq/element-web	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-2760bfc8369f1bee640d6d7a7e910783143d4c5f-vnan	element-hq/element-web	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-44b98896a79ede48f5ad7ff22619a39d5f6ff03c-vnan	element-hq/element-web	0	0	0	5	0	0	5	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-494d9de6f0a94ffb491e74744d2735bce02dc0ab-vnan	element-hq/element-web	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-5dfde12c1c1c0b6e48f17e3405468593e39d9492-vnan	element-hq/element-web	0	0	3	9	0.333333333333	2	9	0.222222222222	-0.111111111111
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-5e8488c2838ff4268f39db4a8cca7d74eecf5a7e-vnan	element-hq/element-web	1	1	29	29	1	29	29	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-6205c70462e0ce2e1e77afb3a70b55d0fdfe1b31-vnan	element-hq/element-web	1	1	42	42	1	42	42	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-66d0b318bc6fee0d17b54c1781d6ab5d5d323135-vnan	element-hq/element-web	0	0	0	15	0	0	15	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-71fe08ea0f159ccb707904d87f0a4aef205a167c-vnan	element-hq/element-web	1	1	4	4	1	4	4	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-776ffa47641c7ec6d142ab4a47691c30ebf83c2e	element-hq/element-web	0	0	3	10	0.3	0	10	0	-0.3
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-880428ab94c6ea98d3d18dcaeb17e8767adcb461-vnan	element-hq/element-web	1	1	4	4	1	4	4	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-ad26925bb6628260cfe0fcf90ec0a8cba381f4a4-vnan	element-hq/element-web	0	0	0	17	0	0	17	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-aeabf3b18896ac1eb7ae9757e66ce886120f8309-vnan	element-hq/element-web	0	0	0	8	0	0	8	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-b7fea97bb68c6628a644580076f840109132f074-vnan	element-hq/element-web	1	1	16	16	1	16	16	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-ce554276db97b9969073369fefa4950ca8e54f84-vnan	element-hq/element-web	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-dae13ac8522fc6d41e64d1ac6e3174486fdcce0c-vnan	element-hq/element-web	1	1	19	19	1	19	19	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-e15ef9f3de36df7f318c083e485f44e1de8aad17	element-hq/element-web	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-ecfd1736e5dd9808e87911fc264e6c816653e1a9-vnan	element-hq/element-web	1	1	9	9	1	9	9	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	element-hq__element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787-vnan	element-hq/element-web	1	1	10	10	1	10	10	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-02e21636c58e86c51119b63e0fb5ca7b813b07b1	flipt-io/flipt	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-05d7234fa582df632f70a7cd10194d61bd7043b9	flipt-io/flipt	0	0	0	4	0	1	4	0.25	0.25
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446	flipt-io/flipt	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-36e62baffae2132f78f9d34dc300a9baa2d7ae0e	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8	flipt-io/flipt	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be	flipt-io/flipt	1	1	5	5	1	5	5	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-507170da0f7f4da330f6732bffdf11c4df7fc192	flipt-io/flipt	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15	flipt-io/flipt	0	0	1	3	0.333333333333	1	3	0.333333333333	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b	flipt-io/flipt	0	0	27	32	0.84375	27	32	0.84375	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-690672523398c2b6f6e4562f0bf9868664ab894f	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa	flipt-io/flipt	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355	flipt-io/flipt	0	0	5	6	0.833333333333	5	6	0.833333333333	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4	flipt-io/flipt	0	0	6	8	0.75	6	8	0.75	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973	flipt-io/flipt	1	0	18	18	1	0	18	0	-1
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c	flipt-io/flipt	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f	flipt-io/flipt	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8	flipt-io/flipt	1	1	4	4	1	4	4	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb	flipt-io/flipt	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0	flipt-io/flipt	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-c1728053367c753688f114ec26e703c8fdeda125	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b	flipt-io/flipt	0	0	5	8	0.625	2	8	0.25	-0.375
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8	flipt-io/flipt	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f	flipt-io/flipt	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-dae029cba7cdb98dfb1a6b416c00d324241e6063	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b	flipt-io/flipt	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778	flipt-io/flipt	0	0	0	7	0	0	7	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b	flipt-io/flipt	0	0	0	23	0	0	23	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe	flipt-io/flipt	1	1	8	8	1	8	8	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-f1bc91a1b999656dbdb2495ccb57bf2105b84920	flipt-io/flipt	0	0	0	13	0	0	13	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa	future-architect/vuls	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-0ec945d0510cdebf92cdd8999f94610772689f14	future-architect/vuls	0	0	3	6	0.5	3	6	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8	future-architect/vuls	0	0	0	79	0	0	79	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf	future-architect/vuls	0	0	6	18	0.333333333333	6	18	0.333333333333	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264	future-architect/vuls	1	1	5	5	1	5	5	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010	future-architect/vuls	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4	future-architect/vuls	0	0	0	22	0	0	22	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d	future-architect/vuls	0	0	3	25	0.12	3	25	0.12	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-407407d306e9431d6aa0ab566baa6e44e5ba2904	future-architect/vuls	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-436341a4a522dc83eb8bddd1164b764c8dd6bc45	future-architect/vuls	1	1	10	10	1	10	10	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-457a3a9627fb9a0800d0aecf1d4713fb634a9011	future-architect/vuls	1	1	6	6	1	6	6	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d	future-architect/vuls	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-4b680b996061044e93ef5977a081661665d3360a	future-architect/vuls	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27	future-architect/vuls	0	0	0	3	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25	future-architect/vuls	1	1	11	11	1	11	11	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-5af1a227339e46c7abf3f2815e4c636a0c01098e	future-architect/vuls	0	0	0	11	0	0	11	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587	future-architect/vuls	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-6eff6a9329a65cc412e79b8f82444dfa3d0f0b5a	future-architect/vuls	0	0	1	37	0.027027027027	1	37	0.027027027027	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13	future-architect/vuls	1	1	14	14	1	14	14	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-78b52d6a7f480bd610b692de9bf0c86f57332f23	future-architect/vuls	0	0	0	7	0	0	7	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-7e91f5ef7e5712b1a3d7d5066ad6607e9debc21c	future-architect/vuls	1	0	1	1	1	0	1	0	-1
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-83bcca6e669ba2e4102f26c4a2b52f78c7861f1a	future-architect/vuls	0	0	0	25	0	0	25	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-8659668177f1feb65963db7a967347a79c5f9c40	future-architect/vuls	0	0	0	15	0	0	15	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-86b60e1478e44d28b1aff6b9ac7e95ceb05bc5fc	future-architect/vuls	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-878c25bf5a9c9fd88ac32eb843f5636834d5712d	future-architect/vuls	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-9aa0d87a21bede91c2b45c32187456bb69455e92	future-architect/vuls	1	0	6	6	1	0	6	0	-1
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-abd80417728b16c6502067914d27989ee575f0ee	future-architect/vuls	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-ad2edbb8448e2c41a097f1c0b52696c0f6c5924d	future-architect/vuls	0	0	0	7	0	0	7	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07	future-architect/vuls	0	0	3	7	0.428571428571	3	7	0.428571428571	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-c11ba27509f733d7d280bdf661cbbe2e7a99df4c	future-architect/vuls	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-ca3f6b1dbf2cd24d1537bfda43e788443ce03a0c	future-architect/vuls	0	0	2	16	0.125	2	16	0.125	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-d18e7a751d07260d75ce3ba0cd67c4a6aebfd967	future-architect/vuls	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e30f5a25e4da53b27ba119f62b5	future-architect/vuls	0	0	2	4	0.5	2	4	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-e4728e388120b311c4ed469e4f942e0347a2689b-v264a82e2f4818e30f5a25e4da53b27ba119f62b5	future-architect/vuls	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-ef2be3d6ea4c0a13674aaab08b182eca4e2b9a17-v264a82e2f4818e30f5a25e4da53b27ba119f62b5	future-architect/vuls	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-f0b3a8b1db98eb1bd32685f1c36c41a99c3452ed	future-architect/vuls	0	1	1	2	0.5	2	2	1	0.5
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-fd18df1dd4e4360f8932bc4b894bd8b40d654e7c	future-architect/vuls	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	future-architect__vuls-fe8d252c51114e922e6836055ef86a15f79ad042	future-architect/vuls	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-005dcb16bacc6a5d5890c4cd302ccfd4298e275d-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-007235446f85b1cbaef92664c3b3867517250f21	gravitational/teleport	1	0	1	1	1	0	1	0	-1
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-0415e422f12454db0c22316cf3eaa5088d6b6322	gravitational/teleport	0	0	13	16	0.8125	13	16	0.8125	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-1330415d33a27594c948a36d9d7701f496229e9f	gravitational/teleport	0	0	0	29	0	0	29	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-288c5519ce0dec9622361a5e5d6cd36aa2d9e348	gravitational/teleport	1	1	24	24	1	24	24	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-2b15263e49da5625922581569834eec4838a9257-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	8	14	0.571428571429	4	14	0.285714285714	-0.285714285714
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-2bb3bbbd8aff1164a2353381cb79e1dc93b90d28-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-326fd1d7be87b03998dbc53bc706fdef90f5065c-v626ec2a48416b10a88641359a169d99e935ff037	gravitational/teleport	0	0	0	15	0	0	15	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-3587cca7840f636489449113969a5066025dd5bf	gravitational/teleport	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-3fa6904377c006497169945428e8197158667910-v626ec2a48416b10a88641359a169d99e935ff037	gravitational/teleport	0	0	0	43	0	0	43	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-3ff75e29fb2153a2637fe7f83e49dc04b1c99c9f	gravitational/teleport	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-47530e1fd8bfb84ec096ebcbbc29990f30829655-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	0	3	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-4d0117b50dc8cdb91c94b537a4844776b224cd3d	gravitational/teleport	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-4e1c39639edf1ab494dd7562844c8b277b5cfa18-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-4f771403dc4177dc26ee0370f7332f3fe54bee0f-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	0	9	0	0	9	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-59d39dee5a8a66e5b8a18a9085a199d369b1fba8-v626ec2a48416b10a88641359a169d99e935ff037	gravitational/teleport	0	0	6	7	0.857142857143	6	7	0.857142857143	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-5dca072bb4301f4579a15364fcf37cc0c39f7f6c	gravitational/teleport	0	0	0	5	0	0	5	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-629dc432eb191ca479588a8c49205debb83e80e2	gravitational/teleport	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-65438e6e44b6ce51458d09b7bb028a2797cfb0ea-vce94f93ad1030e3136852817f2423c1b3ac37bc4	gravitational/teleport	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-769b4b5eec7286b7b14e179f2cc52e6b15d2d9f3-v626ec2a48416b10a88641359a169d99e935ff037	gravitational/teleport	1	1	8	8	1	8	8	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e3136852817f2423c1b3ac37bc4	gravitational/teleport	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-78b0d8c72637df1129fb6ff84fc49ef4b5ab1288	gravitational/teleport	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-82185f232ae8974258397e121b3bc2ed0c3729ed-v626ec2a48416b10a88641359a169d99e935ff037	gravitational/teleport	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-96019ce0be7a2c8e36363f359eb7c943b41dde70	gravitational/teleport	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-a95b3ae0667f9e4b2404bf61f51113e6d83f01cd	gravitational/teleport	0	0	0	18	0	0	18	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-ac2fb2f9b4fd1896b554d3011df23d3d71295779	gravitational/teleport	1	1	5	5	1	5	5	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-af5e2517de7d18406b614e413aca61c319312171-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-b4e7cd3a5e246736d3fe8d6886af55030b232277	gravitational/teleport	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-b5d8169fc0a5e43fee2616c905c6d32164654dc6	gravitational/teleport	0	0	2	4	0.5	2	4	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-ba6c4a135412c4296dd5551bd94042f0dc024504-v626ec2a48416b10a88641359a169d99e935ff037	gravitational/teleport	0	0	0	16	0	0	16	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-baeb2697c4e4870c9850ff0cd5c7a2d08e1401c9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	0	33	0	0	33	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-bb562408da4adeae16e025be65e170959d1ec492-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	gravitational/teleport	0	0	0	3	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-c1b1c6a1541c478d7777a48fca993cc8206c73b9	gravitational/teleport	1	1	11	11	1	11	11	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-c335534e02de143508ebebc7341021d7f8656e8f	gravitational/teleport	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	262144	large window	gravitational__teleport-c782838c3a174fdff80cafd8cd3b1aa4dae8beb2	gravitational/teleport	0	0	0	1	0	0	1	0	0
